c = 1, sigma = 0.097, train.acc = 0.737523, test.acc = 0.731810, train.high.acc = 0.870968, train.medium.acc = 0.637997, train.low.acc = 0.747013, test.high.acc = 0.810345, test.medium.acc = 0.593407, test.low.acc = 0.745028
c = 1, sigma = 0.098, train.acc = 0.737652, test.acc = 0.731459, train.high.acc = 0.872340, train.medium.acc = 0.638817, train.low.acc = 0.747013, test.high.acc = 0.810345, test.medium.acc = 0.591912, test.low.acc = 0.744732
c = 1, sigma = 0.099, train.acc = 0.738040, test.acc = 0.731459, train.high.acc = 0.872340, train.medium.acc = 0.639744, train.low.acc = 0.747376, test.high.acc = 0.810345, test.medium.acc = 0.591912, test.low.acc = 0.744732
c = 1, sigma = 0.1, train.acc = 0.738169, test.acc = 0.731810, train.high.acc = 0.872340, train.medium.acc = 0.639847, train.low.acc = 0.747557, test.high.acc = 0.810345, test.medium.acc = 0.593407, test.low.acc = 0.745028
c = 2, sigma = 0.001, train.acc = 0.691234, test.acc = 0.693146, train.high.acc = 0.849057, train.medium.acc = NaN, train.low.acc = 0.690145, test.high.acc = 0.923077, test.medium.acc = NaN, test.low.acc = 0.689950
c = 2, sigma = 0.002, train.acc = 0.692268, test.acc = 0.694552, train.high.acc = 0.830769, train.medium.acc = NaN, train.low.acc = 0.691094, test.high.acc = 0.836735, test.medium.acc = NaN, test.low.acc = 0.692060
c = 2, sigma = 0.003, train.acc = 0.692656, test.acc = 0.696309, train.high.acc = 0.846154, train.medium.acc = 0.500000, train.low.acc = 0.691455, test.high.acc = 0.857143, test.medium.acc = 0.800000, test.low.acc = 0.693300
c = 2, sigma = 0.004, train.acc = 0.693173, test.acc = 0.699121, train.high.acc = 0.865672, train.medium.acc = 0.307692, train.low.acc = 0.692972, test.high.acc = 0.860000, test.medium.acc = 0.611111, test.low.acc = 0.696795
c = 2, sigma = 0.005, train.acc = 0.694078, test.acc = 0.699121, train.high.acc = 0.885714, train.medium.acc = 0.357143, train.low.acc = 0.694175, test.high.acc = 0.860000, test.medium.acc = 0.600000, test.low.acc = 0.696937
c = 2, sigma = 0.006, train.acc = 0.695500, test.acc = 0.702285, train.high.acc = 0.898551, train.medium.acc = 0.457143, train.low.acc = 0.695853, test.high.acc = 0.877551, test.medium.acc = 0.550000, test.low.acc = 0.701379
c = 2, sigma = 0.007, train.acc = 0.696535, test.acc = 0.703691, train.high.acc = 0.901408, train.medium.acc = 0.468085, train.low.acc = 0.697450, test.high.acc = 0.877551, test.medium.acc = 0.562500, test.low.acc = 0.703057
c = 2, sigma = 0.008, train.acc = 0.698345, test.acc = 0.708260, train.high.acc = 0.914286, train.medium.acc = 0.477419, train.low.acc = 0.700892, test.high.acc = 0.875000, test.medium.acc = 0.605634, test.low.acc = 0.707997
c = 2, sigma = 0.009, train.acc = 0.703129, test.acc = 0.709666, train.high.acc = 0.915493, train.medium.acc = 0.545894, train.low.acc = 0.705472, test.high.acc = 0.875000, test.medium.acc = 0.577778, test.low.acc = 0.711119
c = 2, sigma = 0.01, train.acc = 0.704163, test.acc = 0.710018, train.high.acc = 0.904110, train.medium.acc = 0.538462, train.low.acc = 0.707419, test.high.acc = 0.843137, test.medium.acc = 0.576087, test.low.acc = 0.712065
c = 2, sigma = 0.011, train.acc = 0.709465, test.acc = 0.713181, train.high.acc = 0.906667, train.medium.acc = 0.578947, train.low.acc = 0.712848, test.high.acc = 0.846154, test.medium.acc = 0.585586, test.low.acc = 0.715884
c = 2, sigma = 0.012, train.acc = 0.711275, test.acc = 0.714938, train.high.acc = 0.906667, train.medium.acc = 0.580175, train.low.acc = 0.715418, test.high.acc = 0.846154, test.medium.acc = 0.596639, test.low.acc = 0.717651
c = 2, sigma = 0.013, train.acc = 0.712697, test.acc = 0.717399, train.high.acc = 0.907895, train.medium.acc = 0.575916, train.low.acc = 0.717839, test.high.acc = 0.843137, test.medium.acc = 0.605839, test.low.acc = 0.720738
c = 2, sigma = 0.014, train.acc = 0.715412, test.acc = 0.717047, train.high.acc = 0.920000, train.medium.acc = 0.586854, train.low.acc = 0.720863, test.high.acc = 0.843137, test.medium.acc = 0.582781, test.low.acc = 0.722285
c = 2, sigma = 0.015, train.acc = 0.716318, test.acc = 0.720211, train.high.acc = 0.920000, train.medium.acc = 0.583700, train.low.acc = 0.722554, test.high.acc = 0.843137, test.medium.acc = 0.595238, test.low.acc = 0.725819
