c = 1, sigma = 0.1, train.rain.acc = 0.756757, train.dry.acc = 0.841363,train.acc = 0.826255, test.rain.acc = 0.828947, test.dry.acc = 0.843949, test.acc = 0.841026
c = 1, sigma = 0.001, train.rain.acc = NaN, train.dry.acc = 0.734556,train.acc = 0.734556, test.rain.acc = NaN, test.dry.acc = 0.712821, test.acc = 0.712821
c = 2, sigma = 0.001, train.rain.acc = NaN, train.dry.acc = 0.734556,train.acc = 0.734556, test.rain.acc = NaN, test.dry.acc = 0.712821, test.acc = 0.712821
c = 3, sigma = 0.001, train.rain.acc = 1.000000, train.dry.acc = 0.735266,train.acc = 0.735521, test.rain.acc = 1.000000, test.dry.acc = 0.714653, test.acc = 0.715385
c = 4, sigma = 0.001, train.rain.acc = 1.000000, train.dry.acc = 0.738118,train.acc = 0.739382, test.rain.acc = 1.000000, test.dry.acc = 0.720207, test.acc = 0.723077
c = 5, sigma = 0.001, train.rain.acc = 0.923077, train.dry.acc = 0.742913,train.acc = 0.745174, test.rain.acc = 1.000000, test.dry.acc = 0.723958, test.acc = 0.728205
c = 6, sigma = 0.001, train.rain.acc = 0.904762, train.dry.acc = 0.747783,train.acc = 0.750965, test.rain.acc = 1.000000, test.dry.acc = 0.729659, test.acc = 0.735897
c = 7, sigma = 0.001, train.rain.acc = 0.820513, train.dry.acc = 0.756269,train.acc = 0.758687, test.rain.acc = 0.960000, test.dry.acc = 0.758904, test.acc = 0.771795
c = 8, sigma = 0.001, train.rain.acc = 0.804348, train.dry.acc = 0.759596,train.acc = 0.761583, test.rain.acc = 0.925926, test.dry.acc = 0.760331, test.acc = 0.771795
c = 9, sigma = 0.001, train.rain.acc = 0.775510, train.dry.acc = 0.759878,train.acc = 0.760618, test.rain.acc = 0.928571, test.dry.acc = 0.762431, test.acc = 0.774359
c = 10, sigma = 0.001, train.rain.acc = 0.712329, train.dry.acc = 0.768432,train.acc = 0.764479, test.rain.acc = 0.848485, test.dry.acc = 0.764706, test.acc = 0.771795
c = 11, sigma = 0.001, train.rain.acc = 0.719101, train.dry.acc = 0.777191,train.acc = 0.772201, test.rain.acc = 0.842105, test.dry.acc = 0.772727, test.acc = 0.779487
c = 12, sigma = 0.001, train.rain.acc = 0.720000, train.dry.acc = 0.783120,train.acc = 0.777027, test.rain.acc = 0.837209, test.dry.acc = 0.780980, test.acc = 0.787179
c = 13, sigma = 0.001, train.rain.acc = 0.717172, train.dry.acc = 0.782284,train.acc = 0.776062, test.rain.acc = 0.847826, test.dry.acc = 0.787791, test.acc = 0.794872
c = 14, sigma = 0.001, train.rain.acc = 0.719298, train.dry.acc = 0.790672,train.acc = 0.782819, test.rain.acc = 0.829787, test.dry.acc = 0.787172, test.acc = 0.792308
