date,ncep_dswr,ncep_lftx,ncep_p__f,ncep_p__u,ncep_p__v,ncep_p__z,ncep_p_th,ncep_p_zh,ncep_p5_f,ncep_p5_z,ncep_p5th,ncep_p5zh,ncep_p8_f,ncep_p8_z,ncep_p8th,ncep_p8zh,ncep_pottmp,ncep_pr_wtr,ncep_prec,ncep_shum,Temp,temp500,temp700,temp850,temp925,dlwrf,mslp,P300,P500,P850,R500,R850,rhum,shum300,shum400,shum500,shum700,shum850,shum925,Tas,U500,U700,U850,U925,Uas,ulwrf,V500,V700,V850,V925,Vas,uswrf,dswrf,rainfall,clazz
8/1/1964,0.995,-1.096,-0.802,1.41,0.215,-1.26,85.683,-0.023,-0.023,0.245,204.378,0.96,-0.418,-1.628,52.319,-0.017,1.272,1.068,6.483,1.21,300.380004882813,269.179992675781,284.030029296875,292.030029296875,296.330017089844,418.099853515625,100130,9663,5811,1437,77.010009765625,73.760009765625,82.7599945068359,0.000826001167297363,0.00227200239896774,0.00435200147330761,0.00694800168275833,0.0118080023676157,0.0144280008971691,300.529998779297,-0.289993286132812,1.96000671386719,2.66000366210937,3.18000793457031,1.27999877929688,461.300048828125,-1.71998596191406,-0.199996948242188,1.96000671386719,2.3800048828125,3.46000671386719,36.099853515625,252.300048828125,0.049,-1
8/2/1964,0.515,-0.971,-0.742,1.336,0.745,-0.182,54.741,-0.87,-0.87,0.181,233.662,0.479,0.096,-0.917,46.597,-0.655,1.292,1.083,7.06,1.317,300.47998046875,269.100006103516,284.5,292.880004882812,297.25,423.300048828125,100175,9685,5821,1443,68.760009765625,70.010009765625,84.0099945068359,0.00125900283455849,0.00232200138270855,0.00386400148272514,0.00716600194573402,0.0118210017681122,0.0144030023366213,300.609985351563,0.460006713867188,1.93000793457031,3.86000061035156,4.86000061035156,0.330001831054687,461.300048828125,-0.519989013671875,0.830001831054688,3.16000366210937,4.6300048828125,4.05999755859375,33.599853515625,235.300048828125,6.024,1
8/3/1964,0.825,-0.915,-0.977,1.055,0.791,-0.104,32.23,-0.981,-0.981,0.69,295.308,-0.088,-0.178,-0.577,10.991,-0.966,1.213,0.997,4.292,1.143,300.279998779297,269.130004882813,284.25,292.080017089844,296.179992675781,421.300048828125,100520,9713,5846,1471,67.010009765625,71.510009765625,84.2599945068359,0.00108300149440765,0.00253300182521343,0.00376900099217892,0.0062980018556118,0.01146300137043,0.0140430014580488,300.559997558594,-0.539993286132813,-1.26998901367188,0.480010986328125,1.41000366210938,-0.669998168945313,461.300048828125,-1.56999206542969,0.830001831054688,3.53001403808594,4.68000793457031,3.15000915527344,34.099853515625,239.099853515625,8.212,1
8/4/1964,0.903,-1.003,-0.662,1.023,1.225,-0.2,18.285,-1.245,-1.245,0.619,288.752,-0.147,-0.114,-0.52,0,-0.992,1.094,1.058,5.111,1.151,300.029998779297,268.730010986328,284.5,291.830017089844,295.25,419.300048828125,100835,9742,5869,1497,72.260009765625,73.260009765625,85.0099945068359,0.000787001103162766,0.00244400091469288,0.00391500070691109,0.00581600144505501,0.0115700010210276,0.0143980011343956,300.160003662109,-2.51998901367187,-3.26998901367187,-0.639999389648438,-0.249984741210937,-0.94000244140625,461.099853515625,0.860000610351563,1.78001403808594,3.8800048828125,4.03001403808594,3.8800048828125,35.099853515625,246.099853515625,0.35,-1
8/5/1964,1.322,-0.698,-0.693,0.933,1.225,0.078,11.214,-1.1,-1.1,0.506,322.516,-0.498,0.065,0.03,6.086,-0.95,1.153,0.462,0.755,1.029,300.149993896484,270.130004882812,284.950012207031,292.130004882812,295,414.599853515625,100698,9729,5866,1485,32.25,63.260009765625,80.7599945068359,0.000631000846624374,0.00180500186979771,0.00192400068044662,0.00476100109517574,0.0102000012993813,0.0139650013297796,300.330017089844,-2.58999633789062,-0.989990234375,-0.839996337890625,-1.41999816894531,-1.75,461.099853515625,5.00001525878906,4.010009765625,4.75001525878906,4.68000793457031,4.75999450683594,38.800048828125,268.800048828125,17.16,1
8/6/1964,1.27,-0.588,-0.011,-0.084,1.451,-1.197,313.158,-1.004,-1.004,-1.712,280.668,0.123,1.412,-1.236,301.177,-0.826,1.233,0.545,3.172,1.189,300.010009765625,271.230010986328,285.030029296875,291.049987792969,294.830017089844,414.099853515625,100448,9723,5853,1459,31.75,69.010009765625,80.5099945068359,0.00037500262260437,0.00202600099146366,0.00211100094020367,0.00549300201237202,0.0102880019694567,0.0148550011217594,300.529998779297,-10.4699859619141,-10.7499847412109,-8.93998718261719,-9.56999206542969,-7.44000244140625,461.300048828125,3.3800048828125,4.58000183105469,5.78001403808594,3.93000793457031,3.77999877929687,40.300048828125,282.800048828125,0,-1
8/7/1964,0.087,-0.941,1.799,-1.211,2.67,0.645,308.475,-2.776,-2.776,-0.492,296.441,-2.999,4.36,0.646,308.625,-3.593,1.173,1.443,18.289,1.408,300.099975585937,270.5,286.059997558594,290.309997558594,294.5,426.099853515625,100125,9708,5836,1431,58.510009765625,95.260009765625,89.2599945068359,0.00073300302028656,0.00203400105237961,0.00366700068116188,0.00683500245213509,0.0136350020766258,0.0169130023568869,299.910003662109,-15.8699951171875,-16.6699981689453,-14.3899841308594,-16.6399841308594,-14.3999938964844,460.599853515625,10.6100006103516,13.8000030517578,14.3500061035156,8.98001098632813,5.19999694824219,32.099853515625,225.300048828125,4.778,1
8/8/1964,-0.38,-0.865,1.1,0.594,3.359,1.218,354.28,-3.73,-3.73,-0.329,332.444,-2.902,3.049,0.252,348.939,-4.334,1.331,1.812,15.651,1.366,300.679992675781,271.210021972656,285.030029296875,290.880004882812,295.330017089844,434.099853515625,100435,9735,5865,1465,65.760009765625,94.260009765625,83.7599945068359,0.00105200335383415,0.00249400176107883,0.00429800152778626,0.00776800140738487,0.0140080023556948,0.0172000005841255,301.049987792969,-3.96998596191406,-2.58999633789062,-0.819992065429688,-5.49998474121094,-5.69999694824219,460.800048828125,10.2300109863281,16.7500152587891,17.2500152587891,16.2300109863281,12.9300079345703,26.300048828125,178.599853515625,25.726,1
8/9/1964,0.035,-1.14,0.127,0.9,2.213,-0.109,4.518,-2.478,-2.478,-1.221,350.356,-0.86,1.443,-0.649,6.269,-2.52,1.134,1.772,14.932,1.285,300.299987792969,269.299987792969,284.799987792969,290.600006103516,295,431.300048828125,100978,9754,5894,1509,77.760009765625,94.260009765625,86.5099945068359,0.00120500102639198,0.00265700183808804,0.00443900190293789,0.00722500123083591,0.0137710012495518,0.0165080018341541,300.47998046875,2.86000061035156,0.680007934570313,1.260009765625,-1.31999206542969,-2.38999938964844,460.800048828125,3.85000610351562,9.93000793457031,9.03001403808594,10.0800018310547,7.77999877929688,28.300048828125,196.800048828125,1.284,1
8/10/1964,0.544,-1.038,-0.601,0.787,1.355,-0.822,359.276,-1.356,-1.356,-0.429,251.685,0.836,-0.094,-1.06,349.726,-1.023,1.055,1.079,3.767,0.994,299.929992675781,268.410003662109,284.030029296875,290.960021972656,294.830017089844,425.099853515625,100998,9725,5875,1506,70.260009765625,79.760009765625,84.0099945068359,0.00106000155210495,0.00250300206243992,0.00376400165259838,0.00567000173032284,0.011938001960516,0.0142430011183023,300.130004882813,-3.91999816894531,-4.44999694824219,-1.58999633789063,-1.43998718261719,-1.52000427246094,460.800048828125,-4.68998718261719,1.81001281738281,3.28001403808594,3.6300048828125,3.65000915527344,32.800048828125,225.800048828125,38.549,1
