date,ncep_dswr,ncep_lftx,ncep_p__f,ncep_p__u,ncep_p__v,ncep_p__z,ncep_p_th,ncep_p_zh,ncep_p5_f,ncep_p5_z,ncep_p5th,ncep_p5zh,ncep_p8_f,ncep_p8_z,ncep_p8th,ncep_p8zh,ncep_pottmp,ncep_pr_wtr,ncep_prec,ncep_shum,Temp,temp500,temp700,temp850,temp925,dlwrf,mslp,P300,P500,P850,R500,R850,rhum,shum300,shum400,shum500,shum700,shum850,shum925,Tas,U500,U700,U850,U925,Uas,ulwrf,V500,V700,V850,V925,Vas,uswrf,dswrf,rainfall,clazz
2/1/1964,-0.355,2.461,1.586,-1.56,-0.621,-0.49,258.467,0.896,0.896,0.62,94.657,1.203,-0.59,0.134,137.814,0.848,-2.029,-1.78,2.835,-1.771,284.849975585937,263.210021972656,270.679992675781,275.130004882813,278.030029296875,321.099853515625,102438,9531,5720,1536,18.25,81.760009765625,82.0099945068359,0.000165000557899475,0.000366002321243286,0.000647000968456268,0.00180300138890743,0.00420300103724003,0.0052150022238493,285.630004882813,40.5800018310547,16.5000152587891,1.48001098632813,-5.33999633789063,-6.44000244140625,398.300048828125,-6.58999633789063,1.11000061035156,-3.44999694824219,-9.1199951171875,-11.489990234375,30.300048828125,187.800048828125,0.266,-1
2/2/1964,-0.649,3.171,1.239,-1.292,-0.632,-0.845,256.849,0.872,0.872,-0.948,94.27,1.139,-0.409,-0.811,141.145,1.03,-2.286,-1.663,2.282,-1.772,284.760009765625,266.150024414062,272.130004882812,273.910003662109,277.160003662109,312.599853515625,102615,9573,5761,1548,23.25,89.010009765625,87.7599945068359,0.000205002725124359,0.000397000461816788,0.00104300305247307,0.00240600109100342,0.00418500229716301,0.00506800226867199,284.600006103516,40.2000122070313,17.6100006103516,2.33000183105469,-4.16999816894531,-6.13999938964844,398.099853515625,-2.14999389648437,-3.08999633789062,-4.96998596191406,-9.1199951171875,-10.9400024414063,27.099853515625,164.099853515625,0.076,-1
2/3/1964,-0.316,3.066,0.905,-1.085,-0.197,-0.795,263.522,0.352,0.352,-1.363,93.508,0.69,-0.798,-0.692,148.859,0.594,-2.029,-1.649,0.533,-1.696,285.709991455078,267.410003662109,273.150024414062,274.530029296875,278.179992675781,309.599853515625,102733,9614,5807,1564,14.5,85.260009765625,82.7599945068359,0.000366002321243286,0.000690001994371414,0.000715002417564392,0.00295300222933292,0.00419600121676922,0.00553800165653229,285.910003662109,34.4100036621094,14.4100036621094,0.530014038085938,-4.8699951171875,-5.56999206542969,398.599853515625,-6.91999816894531,-6.71998596191406,-3.3699951171875,-6.3699951171875,-8.22000122070313,26.800048828125,164.300048828125,0,-1
2/4/1964,0.216,2.479,0.353,-0.672,-0.152,-0.67,262.813,0.129,0.129,-0.807,87.821,-0.023,-0.512,-0.988,118.885,0.579,-1.792,-1.539,0.322,-1.569,286.649993896484,265.580017089844,275.650024414062,276.330017089844,279.809997558594,312.599853515625,102648,9623,5823,1567,21.5,78.510009765625,83.0099945068359,0.000274002552032471,0.00101900100708008,0.000922001898288727,0.00274600088596344,0.00438100099563599,0.00611300207674503,287.109985351562,28.7300109863281,13.8600006103516,1.28001403808594,-4.31999206542969,-5.84999084472656,399.800048828125,-2.03999328613281,-7.44999694824219,-3.8699951171875,-4.1199951171875,-6.81999206542969,31.300048828125,195.099853515625,0,-1
2/5/1964,0.48,1.513,0.116,-0.446,0.762,-0.727,287.498,-0.786,-0.786,-0.446,78.486,-0.487,-0.867,-1.258,61.115,-0.209,-1.298,-1.201,0.102,-1.266,288.97998046875,264.080017089844,276.809997558594,279.650024414062,282.429992675781,330.099853515625,102463,9620,5831,1566,23.75,80.760009765625,83.5099945068359,0.000465001910924912,0.00110900029540062,0.000908002257347107,0.00327100232243538,0.00570600107312202,0.00733600184321404,289.410003662109,22.9800109863281,10.0000152587891,0.010009765625,-4.99998474121094,-6.59999084472656,401.800048828125,4.08000183105469,0.280014038085937,0.480010986328125,0.230010986328125,-1.88999938964844,35.800048828125,223.099853515625,0,-1
2/6/1964,0.365,0.751,-0.613,0.368,1.129,-0.277,325.441,-1.194,-1.194,-0.056,72.079,-1.168,-0.936,-1.072,42.186,-0.313,-0.922,-1.144,0,-1.105,290.679992675781,263.160003662109,278.830017089844,282.330017089844,284.809997558594,353.800048828125,102178,9604,5837,1557,54.260009765625,64.760009765625,83.2599945068359,0.000578001141548157,0.00150600075721741,0.00193800218403339,0.0017360020428896,0.00547800213098526,0.0076030008494854,291.150024414062,18.4100036621094,8.03001403808594,0.730010986328125,-2.31999206542969,-3.19000244140625,405.300048828125,5.43000793457031,2.06001281738281,-1.83999633789063,1.3800048828125,2.96000671386719,35.599853515625,225.099853515625,0,-1
2/7/1964,-0.47,0.607,-0.696,0.952,1.214,-0.1,12.896,-1.319,-1.319,-0.797,67.411,-1.33,-0.134,-0.775,47.402,-0.717,-0.685,-1.231,0,-0.858,291.429992675781,263.830017089844,279.960021972656,285.130004882812,287.350006103516,363.800048828125,101825,9599,5841,1538,41.25,49.510009765625,85.2599945068359,0.000522002577781677,0.0010480023920536,0.00155100226402283,0.00142500177025795,0.00506800226867199,0.00873800180852413,292.080017089844,16.0300140380859,8.23001098632813,0.780014038085938,0.560012817382813,-1.31999206542969,406.300048828125,8.66000366210938,5.68000793457031,2.10000610351562,3.60000610351562,4.18000793457031,27.599853515625,169.599853515625,0,-1
2/8/1964,-0.345,0.231,-0.558,0.981,1.372,0.22,13.331,-1.359,-1.359,-0.779,65.566,-1.854,0.601,-0.486,35.584,-1.297,-0.428,-1.151,0,-0.573,291.929992675781,264.530029296875,280.830017089844,285.630004882813,289.179992675781,361.300048828125,101510,9593,5826,1519,31.75,66.010009765625,87.0099945068359,0.000327002257108688,0.000824000686407089,0.00126500055193901,0.00137799978256226,0.00699100084602833,0.00946100242435932,293.109985351562,18.4300079345703,9.21000671386719,2.21000671386719,0.800003051757813,-0.520004272460938,406.099853515625,13.9600067138672,9.96000671386719,6.31001281738281,7.08000183105469,5.1300048828125,27.800048828125,170.599853515625,0,-1
2/9/1964,-0.823,0.073,-0.208,-0.252,-0.101,1.04,261.694,0.197,0.197,-0.896,71.624,-1.789,-0.243,-0.533,53.662,-0.365,-0.487,-0.434,1.037,-0.768,289.429992675781,263.830017089844,278.75,285.210021972656,289.429992675781,365.300048828125,101595,9597,5815,1527,46.25,85.510009765625,90.2599945068359,0.000269003212451935,0.000635001808404923,0.00173800066113472,0.00470800139009953,0.00873300060629845,0.0103130023926497,292.830017089844,28.6800079345703,11.0300140380859,3.1300048828125,-0.439987182617188,-1.27000427246094,402.099853515625,15.4300079345703,5.78001403808594,3.48001098632812,1.55000305175781,-2.69000244140625,22.300048828125,131.099853515625,0.367,-1
2/10/1964,-1.192,1.633,1.309,-1.327,-0.751,-0.925,255.161,0.662,0.662,-0.045,85.793,-0.255,-0.695,0.199,83.011,0.149,-1.436,-0.614,0.936,-1.316,286.950012207031,264.809997558594,276.600006103516,282.630004882812,283.080017089844,345.300048828125,102098,9592,5807,1537,24.5,91.260009765625,90.7599945068359,0.000136002898216248,0.000482000410556793,0.000986002385616303,0.00565300136804581,0.00789800100028515,0.00775100104510784,288.429992675781,30.9600067138672,11.3300018310547,1.260009765625,-6.16999816894531,-6.22000122070313,398.599853515625,2.98001098632812,1.11000061035156,-0.1199951171875,-6.31999206542969,-10.7899932861328,20.599853515625,121.099853515625,0,-1
